0.000000000000000e+00	1.396861e+02
7.751711452357958e-09	1.397110e+02
2.325513435707430e-08	1.397648e+02
5.426198016650698e-08	1.398864e+02
9.426198016650702e-08	1.400636e+02
1.342619801665071e-07	1.402619e+02
1.742619801665071e-07	1.404832e+02
2.142619801665071e-07	1.407325e+02
2.542619801665072e-07	1.410188e+02
2.942619801665072e-07	1.413523e+02
3.342619801665073e-07	1.417434e+02
3.742619801665073e-07	1.422001e+02
4.142619801665073e-07	1.427279e+02
4.542619801665074e-07	1.433287e+02
4.942619801665074e-07	1.440019e+02
5.342619801665075e-07	1.447443e+02
5.742619801665075e-07	1.455510e+02
6.142619801665075e-07	1.464149e+02
6.542619801665076e-07	1.473274e+02
6.942619801665076e-07	1.482783e+02
7.342619801665077e-07	1.492557e+02
7.742619801665077e-07	1.502466e+02
8.142619801665077e-07	1.512371e+02
8.542619801665078e-07	1.522126e+02
8.942619801665078e-07	1.531582e+02
9.342619801665079e-07	1.540590e+02
9.742619801665079e-07	1.549114e+02
9.909999999999999e-07	1.552502e+02
9.975239603330159e-07	1.553765e+02
1.013571880999048e-06	1.556781e+02
1.031000000000000e-06	1.559888e+02
1.032000000000000e-06	1.560060e+02
1.032600000000000e-06	1.560164e+02
1.033240000000000e-06	1.560274e+02
1.034520000000000e-06	1.560494e+02
1.037080000000000e-06	1.560929e+02
1.046824931003430e-06	1.562556e+02
1.047922341564193e-06	1.562736e+02
1.048196694204384e-06	1.562782e+02
1.048265282364432e-06	1.562796e+02
1.048282429404443e-06	1.562807e+02
1.048316723484467e-06	1.562850e+02
1.048325297004473e-06	1.562871e+02
1.048327440384475e-06	1.562878e+02
1.048331727144478e-06	1.562898e+02
1.048340300664484e-06	1.562944e+02
1.048342444044485e-06	1.562958e+02
1.048346730804488e-06	1.562991e+02
1.048355304324494e-06	1.563070e+02
1.048372451364506e-06	1.563237e+02
1.048406745444530e-06	1.563492e+02
1.048459737601961e-06	1.563696e+02
1.048543926547628e-06	1.563829e+02
1.048634299072820e-06	1.563886e+02
1.048815044123204e-06	1.563928e+02
1.049547900483958e-06	1.564001e+02
1.050392320086320e-06	1.564076e+02
1.052081159291043e-06	1.564212e+02
1.055458837700490e-06	1.564420e+02
1.059716925450834e-06	1.564471e+02
1.063872533720373e-06	1.563847e+02
1.067759800445827e-06	1.561089e+02
1.070227561070429e-06	1.555125e+02
1.072497616326187e-06	1.544310e+02
1.074166341420302e-06	1.534254e+02
1.076060351644408e-06	1.522648e+02
1.078192569178685e-06	1.509638e+02
1.079751903698224e-06	1.497934e+02
1.080722883336574e-06	1.486848e+02
1.081435717241626e-06	1.477559e+02
1.081924437594608e-06	1.473010e+02
1.082364112658663e-06	1.470195e+02
1.082833450737565e-06	1.466856e+02
1.083495639341560e-06	1.460969e+02
1.084580021517295e-06	1.448962e+02
1.085704532215270e-06	1.432835e+02
1.086784803053383e-06	1.412347e+02
1.087783915951320e-06	1.387532e+02
1.088812051751843e-06	1.354641e+02
1.089835593441230e-06	1.312981e+02
1.090881038738157e-06	1.259429e+02
1.091908780893478e-06	1.193970e+02
1.092946510845536e-06	1.112932e+02
1.093973949060375e-06	1.016170e+02
1.095010726298308e-06	9.008741e+01
1.096040436420013e-06	7.700614e+01
1.097076154431828e-06	6.280415e+01
1.098106631704779e-06	4.876302e+01
1.099141418029394e-06	3.601652e+01
1.100172607481958e-06	2.569216e+01
1.101206849650473e-06	1.845706e+01
1.102238532448985e-06	1.424649e+01
1.102700471647788e-06	1.343028e+01
1.102956388558173e-06	1.337013e+01
1.103220417655214e-06	1.349657e+01
1.103382144164994e-06	1.364653e+01
1.103539534133989e-06	1.385849e+01
1.103786838056969e-06	1.432032e+01
1.104281445902930e-06	1.563268e+01
1.104997863261681e-06	1.841910e+01
1.106104596240647e-06	2.449926e+01
1.107216408049906e-06	3.255656e+01
1.108353178312278e-06	4.251474e+01
1.109026088750468e-06	4.898000e+01
1.109504742319883e-06	5.358507e+01
1.109685563324705e-06	5.516530e+01
1.109798993605863e-06	5.602425e+01
1.109909767623252e-06	5.675244e+01
1.110074821124182e-06	5.765677e+01
1.110347010026937e-06	5.869687e+01
1.110891387832448e-06	5.949771e+01
1.111669471217165e-06	5.830284e+01
1.112944134637761e-06	5.255575e+01
1.114456639406631e-06	4.286697e+01
1.116563945979353e-06	2.876542e+01
1.118977362552588e-06	1.551063e+01
1.121822111231955e-06	4.272737e+00
1.124063489777331e-06	-2.399290e+00
1.126599119320342e-06	-9.376069e+00
