0.000000000000000e+00	7.632288e+01	3.182492e+00
7.356741174765573e-10	7.647282e+01	3.197141e+00
1.716572940779057e-09	7.673065e+01	3.215260e+00
3.678370587384057e-09	7.737715e+01	3.246837e+00
5.884133803079303e-09	7.823550e+01	3.274117e+00
8.412471667020470e-09	7.926621e+01	3.292565e+00
1.157239089408778e-08	8.035041e+01	3.298577e+00
1.528807323986059e-08	8.115382e+01	3.290483e+00
1.720895656046508e-08	8.123889e+01	3.282551e+00
1.950727405438153e-08	8.094523e+01	3.273670e+00
2.187141757346346e-08	8.033277e+01	3.270042e+00
2.438693799966921e-08	7.944141e+01	3.275337e+00
2.670793838694740e-08	7.854188e+01	3.291258e+00
2.989938104045694e-08	7.744469e+01	3.329155e+00
3.336969592785031e-08	7.660533e+01	3.383692e+00
3.532340096540673e-08	7.640546e+01	3.418736e+00
3.732768927720679e-08	7.648418e+01	3.455466e+00
3.932550774315418e-08	7.680192e+01	3.489497e+00
4.159961731200113e-08	7.739930e+01	3.522475e+00
4.396265354828344e-08	7.818858e+01	3.548266e+00
4.636737839409280e-08	7.904051e+01	3.563553e+00
4.959014625737515e-08	8.001069e+01	3.568803e+00
5.320423775576323e-08	8.071223e+01	3.561922e+00
5.506293269027458e-08	8.079646e+01	3.555098e+00
5.752839975498342e-08	8.054358e+01	3.546379e+00
5.978442753877753e-08	8.005595e+01	3.542594e+00
6.207327984412758e-08	7.936452e+01	3.545621e+00
6.438864253437896e-08	7.858463e+01	3.557744e+00
6.742142963259311e-08	7.764924e+01	3.586623e+00
7.087487833909287e-08	7.686058e+01	3.631608e+00
7.294949254008021e-08	7.662442e+01	3.663157e+00
7.484172721194540e-08	7.663349e+01	3.693203e+00
7.658413761201496e-08	7.682472e+01	3.719481e+00
7.889943309163346e-08	7.729826e+01	3.749940e+00
8.144218474457574e-08	7.799905e+01	3.775989e+00
8.380266282911700e-08	7.872643e+01	3.790930e+00
8.689656192707553e-08	7.959196e+01	3.797429e+00
9.032919947556108e-08	8.028325e+01	3.793218e+00
9.225601784358929e-08	8.045464e+01	3.786953e+00
9.419591208566582e-08	8.040099e+01	3.779587e+00
9.610424776985180e-08	8.015726e+01	3.773987e+00
9.838255881807101e-08	7.966923e+01	3.771580e+00
1.007363452626232e-07	7.902609e+01	3.775580e+00
1.031439722671764e-07	7.832710e+01	3.788232e+00
1.063554857394146e-07	7.752881e+01	3.816973e+00
1.099724097546110e-07	7.692773e+01	3.859335e+00
1.117789417203144e-07	7.682687e+01	3.883093e+00
1.139075593969309e-07	7.694350e+01	3.911154e+00
1.160848960450129e-07	7.725684e+01	3.937119e+00
1.183668081319231e-07	7.775573e+01	3.959322e+00
1.207168893171208e-07	7.837527e+01	3.975131e+00
1.233914825816611e-07	7.908031e+01	3.983578e+00
1.267082735652563e-07	7.978893e+01	3.983019e+00
1.294764897944338e-07	8.014471e+01	3.976053e+00
1.312713600790030e-07	8.018717e+01	3.969633e+00
1.334524917826061e-07	8.002001e+01	3.962449e+00
1.357955749172535e-07	7.964580e+01	3.957926e+00
1.381185392530774e-07	7.912711e+01	3.958607e+00
1.404665785860776e-07	7.853658e+01	3.966224e+00
1.434596355413542e-07	7.784471e+01	3.985596e+00
1.469170636645431e-07	7.725156e+01	4.017099e+00
1.489813022388759e-07	7.707522e+01	4.039290e+00
1.508795735637919e-07	7.708374e+01	4.060665e+00
1.526346553633607e-07	7.723162e+01	4.079364e+00
1.549542065075924e-07	7.759417e+01	4.100685e+00
1.574821180051846e-07	7.812553e+01	4.118337e+00
1.598432627925388e-07	7.867985e+01	4.127814e+00
1.629432270016191e-07	7.934097e+01	4.130310e+00
1.663847829301682e-07	7.987103e+01	4.124362e+00
1.683378016275654e-07	8.000650e+01	4.117963e+00
1.702630733463493e-07	7.997170e+01	4.110824e+00
1.721398342929746e-07	7.979700e+01	4.105043e+00
1.744179106423546e-07	7.943706e+01	4.101179e+00
1.767690202314382e-07	7.896007e+01	4.101981e+00
1.791348594383989e-07	7.844654e+01	4.109057e+00
1.823300347065579e-07	7.784749e+01	4.127460e+00
1.858999982573621e-07	7.739484e+01	4.155481e+00
1.877186491022226e-07	7.731414e+01	4.171792e+00
1.898281525170521e-07	7.739631e+01	4.190845e+00
1.919839304963536e-07	7.762704e+01	4.208348e+00
1.942634929316322e-07	7.800221e+01	4.223149e+00
1.966122521395583e-07	7.847249e+01	4.233123e+00
1.992548028109350e-07	7.900759e+01	4.237208e+00
2.025566104864154e-07	7.955612e+01	4.233826e+00
2.054790504079789e-07	7.985693e+01	4.225458e+00
2.072457425323119e-07	7.989660e+01	4.218893e+00
2.095930424192284e-07	7.976871e+01	4.210549e+00
2.118344582062026e-07	7.950595e+01	4.204839e+00
2.141233840523122e-07	7.912603e+01	4.202783e+00
2.164455148430577e-07	7.869055e+01	4.205745e+00
2.194026707969133e-07	7.817687e+01	4.216642e+00
2.228243740197307e-07	7.773112e+01	4.236070e+00
2.248826946477298e-07	7.759448e+01	4.250351e+00
2.267646057919529e-07	7.759602e+01	4.264205e+00
2.284714696726934e-07	7.770072e+01	4.276057e+00
2.307999032535065e-07	7.797273e+01	4.289724e+00
2.333758477730458e-07	7.838237e+01	4.300584e+00
2.357388934230295e-07	7.880659e+01	4.305221e+00
2.388276907654349e-07	7.931715e+01	4.303696e+00
2.422451685833287e-07	7.973334e+01	4.295311e+00
2.442514315578415e-07	7.985197e+01	4.287927e+00
2.461145590254415e-07	7.984203e+01	4.280334e+00
2.478446422626754e-07	7.973547e+01	4.273966e+00
2.501305230517362e-07	7.948109e+01	4.267768e+00
2.525522661857549e-07	7.912466e+01	4.264772e+00
